Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Protein Groups
FALSE	High	Master Protein	ENST00000300527.p1	ENST00000300527.p1	0	223.75	23	29	184	29	1019	108.5	6.21	322.41	29	1
FALSE	High	Master Protein	ENST00000259818.p1	ENST00000259818.p1	0	223.103	49	19	602	1	445	49.9	4.89	757.83	19	1
FALSE	High	Master Protein	ENST00000372805.p1	ENST00000372805.p1	0	221.957	49	30	164	29	475	51.9	8.06	261.22	30	1
FALSE	High	Master Protein	ENST00000264613.p1	ENST00000264613.p1	0	220.851	25	30	159	30	1077	123.5	5.9	245.59	30	1
FALSE	High	Master Protein	ENST00000380191.p1	ENST00000380191.p1	0	220.711	60	27	182	21	445	50.6	6.47	254.43	27	1
FALSE	High	Master Protein	ENST00000264908.p1	ENST00000264908.p1	0	220.164	71	33	169	33	323	36.4	5.92	256.32	33	1
FALSE	High	Master Protein	ENST00000228740.p1	ENST00000228740.p1	0	219.944	43	24	161	24	611	69.2	6.18	271.38	24	1
FALSE	High	Master Protein	ENST00000299767.p1	ENST00000299767.p1	0	219.171	42	35	178	35	803	92.4	4.84	202.84	35	1
FALSE	High	Master Protein	ENST00000262030.p1	ENST00000262030.p1	0	215.958	40	19	297	19	529	56.5	5.4	484.96	19	1
FALSE	High	Master Protein	TALONT002300740.p1	TALONT002300740.p1	0	214.959	74	27	105	27	441	46.4	7.05	184.21	27	1
FALSE	High	Master Protein	ENST00000357037.p2	ENST00000357037.p2	0	211.698	39	21	333	21	390	43.5	5.6	551.88	21	1
FALSE	High	Master Protein	ENST00000263277.p1	ENST00000263277.p1	0	209.861	45	29	146	24	543	61.1	6.46	225	29	1
FALSE	High	Master Protein	ENST00000395953.p1	ENST00000395953.p1	0	207.839	53	20	251	15	245	27.7	4.79	432.25	20	1
FALSE	High	Master Protein	TALONT001586342.p1	TALONT001586342.p1	0	206.485	35	29	217	26	659	72.5	6.44	380.07	29	1
FALSE	High	Master Protein	ENST00000568225.p1	ENST00000568225.p1	0	206.228	22	46	106	46	5028	549.4	5.59	112.41	46	1
FALSE	High	Master Protein	ENST00000651929.p2	ENST00000651929.p2	0	206.086	69	23	204	23	280	31.9	8.32	344.67	23	1
FALSE	High	Master Protein	ENST00000652332.p1	ENST00000652332.p1	0	205.176	49	38	140	38	645	72.9	5.07	185.44	38	1
FALSE	High	Master Protein	ENST00000234590.p1	ENST00000234590.p1	0	205.142	47	26	221	26	434	47.1	7.39	390.73	26	1
FALSE	High	Master Protein	ENST00000231751.p1	ENST00000231751.p1	0	204.479	54	39	113	39	722	79.5	8.18	159.49	39	1
FALSE	High	Master Protein	TALONT001379920.p1	TALONT001379920.p1	0	204.214	64	26	297	26	346	38.7	7.02	520.81	26	1
FALSE	High	Master Protein	ENST00000251595.p1	ENST00000251595.p1	0	203.738	69	16	2423	16	154	16.7	8.68	3229.71	16	1
FALSE	High	Master Protein	ENST00000357214.p1	ENST00000357214.p1	0	203.171	34	26	152	22	670	72.3	9.03	203.15	26	1
FALSE	High	Master Protein	ENST00000396861.p1	ENST00000396861.p1	0	203.085	48	18	225	12	335	36	8.46	316.71	18	1
FALSE	High	Master Protein	TALONT003388239.p1	TALONT003388239.p1	0	202.772	55	39	160	36	545	62.7	5.17	259.74	39	1
FALSE	High	Master Protein	ENST00000286788.p1	ENST00000286788.p1	0	202.54	56	34	122	34	548	59.6	5.6	205.66	34	1
FALSE	High	Master Protein	ENST00000157600.p1	ENST00000157600.p1	0	201.678	61	28	156	28	403	44.8	8.18	230.34	28	1
FALSE	High	Master Protein	ENST00000297258.p1	ENST00000297258.p1	0	201.524	92	19	143	19	135	15.2	7.01	265.95	19	1
FALSE	High	Master Protein	ENST00000335181.p1	ENST00000335181.p1	0	200.593	56	28	227	3	510	55.7	7.83	341.6	28	1
FALSE	High	Master Protein	ENST00000361475.p1	ENST00000361475.p1	0	197.342	30	24	151	24	687	77.3	5.22	245.12	24	1
FALSE	High	Master Protein	ENST00000341590.p1	ENST00000341590.p1	0	196.067	37	30	121	30	680	77.8	6.7	175.6	30	1
FALSE	High	Master Protein	ENST00000241052.p1	ENST00000241052.p1	0	195.753	45	23	138	23	527	59.7	7.39	249.29	23	1
FALSE	High	Master Protein	TALONT001177035.p1	TALONT001177035.p1	0	194.496	43	23	272	2	610	64.4	8.76	317.9	23	1
FALSE	High	Master Protein	ENST00000297785.p1	ENST00000297785.p1	0	193.121	47	28	180	26	518	56.6	6.23	298.08	28	1
FALSE	High	Master Protein	ENST00000297185.p1	ENST00000297185.p1	0	193.047	43	34	96	34	706	76.6	6.87	122.04	34	1
FALSE	High	Master Protein	ENST00000301843.p1	ENST00000301843.p1	0	192.825	51	34	109	34	550	61.5	5.4	148.4	34	1
FALSE	High	Master Protein	ENST00000461509.p1	ENST00000461509.p1	0	191.992	42	17	256	17	282	31.3	7.11	339.03	17	1
FALSE	High	Master Protein	TALONT001169898.p1	TALONT001169898.p1	0	191.804	55	36	131	13	605	68.4	6.68	140.01	36	1
FALSE	High	Master Protein	TALONT000407525.p1	TALONT000407525.p1	0	191.744	57	22	165	17	215	24.9	5.74	203.66	22	1
FALSE	High	Master Protein	ENST00000226299.p1	ENST00000226299.p1	0	191.427	54	28	147	28	519	56.1	7.93	214.52	28	1
FALSE	High	Master Protein	ENST00000563924.p1	ENST00000563924.p1	0	190.725	36	28	104	28	738	82.5	6.99	150.04	28	1
FALSE	High	Master Protein	ENST00000356638.p1	ENST00000356638.p1	0	190.175	34	33	117	33	948	107.3	6.21	169.37	33	1
FALSE	High	Master Protein	ENST00000305218.p1	ENST00000305218.p1	0	190.117	50	42	114	42	543	62.6	6.8	117.5	42	1
FALSE	High	Master Protein	ENST00000329399.p1	ENST00000329399.p1	0	189.079	54	18	135	18	329	36	7.02	227.7	18	1
FALSE	High	Master Protein	TALONT001633856.p1	TALONT001633856.p1	0	188.845	46	22	201	22	417	48.1	4.44	362.47	22	1
FALSE	High	Master Protein	ENST00000392524.p1	ENST00000392524.p1	0	188.58	44	22	93	4	378	39.6	9.01	126.33	22	1
FALSE	High	Master Protein	ENST00000335295.p1	ENST00000335295.p1	0	187.993	85	16	1195	16	147	16	7.28	1578.72	16	1
FALSE	High	Master Protein	TALONT001770178.p1	TALONT001770178.p1	0	187.968	65	31	160	28	364	39.4	8.09	292.18	31	1
FALSE	High	Master Protein	ENST00000542977.p1	ENST00000542977.p1	0	187.528	41	32	83	32	851	96.9	5.05	137.75	32	1
FALSE	High	Master Protein	TALONT001889169.p1	TALONT001889169.p1	0	187.511	50	28	224	3	531	58	7.71	340.99	28	1
FALSE	High	Master Protein	ENST00000510025.p1	ENST00000510025.p1	0	187.141	36	28	103	28	762	82.4	8.76	175.14	28	1
FALSE	High	Master Protein	ENST00000229270.p1	ENST00000229270.p1	0	184.934	63	19	209	19	286	30.8	5.92	386.2	19	1
FALSE	High	Master Protein	TALONT001177106.p1	TALONT001177106.p1	0	184.699	42	22	267	1	592	62.6	8.6	307.17	22	1
FALSE	High	Master Protein	ENST00000302278.p1	ENST00000302278.p1	0	182.622	28	27	153	27	826	91.4	5.5	268.85	27	1
FALSE	High	Master Protein	TALONT003713200.p1	TALONT003713200.p1	0	182.349	41	20	85	2	356	37	8.31	122.11	20	1
FALSE	High	Master Protein	ENST00000378026.p1	ENST00000378026.p1	0	181.883	51	27	76	27	602	66	5.92	153.87	27	1
FALSE	High	Master Protein	ENST00000307296.p1	ENST00000307296.p1	0	180.605	34	37	96	37	901	99.3	6.77	130.61	37	1
FALSE	High	Master Protein	TALONT001388056.p1	TALONT001388056.p1	0	179.573	27	28	93	23	894	95.3	8.76	135.24	28	1
FALSE	High	Master Protein	ENST00000315491.p1	ENST00000315491.p1	0	178.642	38	15	284	1	450	50.4	4.93	414.07	15	1
FALSE	High	Master Protein	ENST00000404814.p1	ENST00000404814.p1	0	178.15	38	26	173	26	521	57.7	5.31	272.6	26	1
FALSE	High	Master Protein	ENST00000379516.p1	ENST00000379516.p1	0	177.084	41	23	96	21	519	58.4	5.12	146.58	23	1
FALSE	High	Master Protein	ENST00000426705.p1	ENST00000426705.p1	0	176.979	48	28	160	3	514	56.8	6.48	243.37	28	1
FALSE	High	Master Protein	ENST00000301071.p1	ENST00000301071.p1	0	176.49	50	22	186	7	451	50.1	5.06	287.29	22	1
FALSE	High	Master Protein	ENST00000276079.p1	ENST00000276079.p1	0	175.786	45	29	114	28	471	54.2	8.95	141.56	29	1
FALSE	High	Master Protein	ENST00000388968.p1	ENST00000388968.p1	0	175.697	38	28	122	28	573	61	5.87	166.21	28	1
FALSE	High	Master Protein	ENST00000404648.p1	ENST00000404648.p1	0	173.998	46	21	155	21	437	49.5	6.09	253.43	21	1
FALSE	High	Master Protein	ENST00000432237.p1	ENST00000432237.p1	0	172.871	30	29	74	29	1121	121.5	6.11	120.38	29	1
FALSE	High	Master Protein	TALONT001897922.p1	TALONT001897922.p1	0	172.838	53	25	131	13	446	50.9	6.18	239.86	25	1
FALSE	High	Master Protein	ENST00000305046.p1	ENST00000305046.p1	0	172.558	49	25	395	9	398	42.4	8.25	482.64	25	1
FALSE	High	Master Protein	ENST00000398752.p1	ENST00000398752.p1	0	172.282	39	25	211	25	574	61.7	9.03	349.24	25	1
FALSE	High	Master Protein	ENST00000358204.p1	ENST00000358204.p1	0	170.898	43	22	87	22	421	48	7.68	108.32	22	1
FALSE	High	Master Protein	ENST00000261401.p1	ENST00000261401.p1	0	170.661	40	26	116	25	474	53.2	7.08	189.8	26	1
FALSE	High	Master Protein	ENST00000216038.p1	ENST00000216038.p1	0	170.568	43	24	95	24	505	55.2	7.23	133.72	24	1
FALSE	High	Master Protein	ENST00000380649.p1	ENST00000380649.p1	0	170.013	37	29	121	29	775	84.3	9.06	162.47	29	1
FALSE	High	Master Protein	ENST00000261733.p1	ENST00000261733.p1	0	169.896	39	27	115	24	517	56.3	7.05	183.62	27	1
FALSE	High	Master Protein	ENST00000333188.p1	ENST00000333188.p1	0	169.611	35	28	84	28	906	102.4	5.27	116.13	28	1
FALSE	High	Master Protein	TALONT000423092.p1	TALONT000423092.p1	0	169.067	38	32	88	32	954	104.9	5.81	109.68	32	1
FALSE	High	Master Protein	ENST00000458587.p1	ENST00000458587.p1	0	168.231	35	18	97	18	313	34.7	7.84	146.54	18	1
FALSE	High	Master Protein	TALONT001236409.p1	TALONT001236409.p1	0	167.506	56	34	93	34	645	72.6	9.35	145.38	34	1
FALSE	High	Master Protein	ENST00000277865.p1	ENST00000277865.p1	0	167.164	47	29	166	29	558	61.4	7.8	200.24	29	1
FALSE	High	Master Protein	ENST00000372839.p1	ENST00000372839.p1	0	167.076	54	18	203	10	246	28.1	4.83	337.08	18	1
FALSE	High	Master Protein	ENST00000296255.p1	ENST00000296255.p1	0	166.749	48	31	109	31	613	69.2	6.38	156.75	31	1
FALSE	High	Master Protein	ENST00000398238.p1	ENST00000398238.p1	0	166.634	39	32	89	32	744	82.5	6.95	102.33	32	1
FALSE	High	Master Protein	ENST00000673047.p1	ENST00000673047.p1	0	165.508	50	22	153	19	334	36.6	6.05	234.27	22	1
FALSE	High	Master Protein	ENST00000391971.p1	ENST00000391971.p1	0	165.393	52	19	118	14	386	44	7.01	165.8	19	1
FALSE	High	Master Protein	ENST00000355653.p1	ENST00000355653.p1	0	165.311	49	16	135	16	393	41.9	6.29	218.2	16	1
FALSE	High	Master Protein	ENST00000313511.p1	ENST00000313511.p1	0	165.248	50	22	115	22	455	49.8	7.61	153.89	22	1
FALSE	High	Master Protein	ENST00000392006.p1	ENST00000392006.p1	0	162.371	23	21	65	20	856	95.7	6.92	121.52	21	1
FALSE	High	Master Protein	TALONT003800581.p1	TALONT003800581.p1	0	161.932	51	26	146	1	456	50.5	6.37	217.46	26	1
FALSE	High	Master Protein	ENST00000376389.p1	ENST00000376389.p1	0	161.107	48	21	81	21	427	47.3	7.49	112.52	21	1
FALSE	High	Master Protein	ENST00000314583.p1	ENST00000314583.p1	0	160.709	37	23	66	23	514	57.3	4.86	138.17	23	1
FALSE	High	Master Protein	ENST00000646673.p1	ENST00000646673.p1	0	159.94	37	27	95	27	626	72.2	7.14	132.26	27	1
FALSE	High	Master Protein	ENST00000425368.p1	ENST00000425368.p1	0	159.699	30	28	91	28	764	85.5	7.06	124.56	28	1
FALSE	High	Master Protein	ENST00000373232.p1	ENST00000373232.p1	0	159.491	54	16	90	5	289	32.6	5.86	164.41	16	1
FALSE	High	Master Protein	TALONT002285378.p1	TALONT002285378.p1	0	158.922	58	25	155	25	342	38.6	6.93	264.38	25	1
FALSE	High	Master Protein	ENST00000322723.p1	ENST00000322723.p1	0	157.37	34	29	144	29	710	76.6	4.7	225.24	29	1
FALSE	High	Master Protein	ENST00000380546.p1	ENST00000380546.p1	0	157.354	44	20	109	19	411	46.1	5.68	150.11	20	1
FALSE	High	Master Protein	ENST00000540303.p1	ENST00000540303.p1	0	156.781	44	19	271	4	358	40.1	7.28	347.92	19	1
FALSE	High	Master Protein	ENST00000388837.p1	ENST00000388837.p1	0	156.757	44	29	166	27	453	50.2	5.62	237.69	29	1
FALSE	High	Master Protein	ENST00000447750.p1	ENST00000447750.p1	0	156.225	37	18	107	6	447	50.6	5.14	143.73	18	1
FALSE	High	Master Protein	ENST00000319248.p1	ENST00000319248.p1	0	156.183	61	19	250	15	221	24.6	8.59	390.53	19	1
FALSE	High	Master Protein	ENST00000541179.p1	ENST00000541179.p1	0	155.319	29	28	91	9	781	87.2	7.81	148.64	28	1
FALSE	High	Master Protein	ENST00000362031.p1	ENST00000362031.p1	0	154.237	43	22	68	21	406	46.6	6.16	104.65	22	1
FALSE	High	Master Protein	ENST00000359470.p1	ENST00000359470.p1	0	154.026	47	24	90	24	687	73	9.03	135.24	24	1
FALSE	High	Master Protein	ENST00000615164.p1	ENST00000615164.p1	0	154.004	47	13	346	13	134	14.8	11.58	533.09	13	1
FALSE	High	Master Protein	ENST00000360079.p1	ENST00000360079.p1	0	153.852	34	24	117	24	609	69.8	6.64	205.03	24	1
FALSE	High	Master Protein	TALONT002430876.p2	TALONT002430876.p2	0	152.873	55	15	252	12	244	27.3	5.07	348.94	15	1
FALSE	High	Master Protein	ENST00000399034.p1	ENST00000399034.p1	0	152.55	39	22	117	20	384	44.8	8.22	179.75	22	1
FALSE	High	Master Protein	ENST00000313164.p1	ENST00000313164.p1	0	152.472	38	27	78	26	881	97.8	6.62	94.42	27	1
FALSE	High	Master Protein	ENST00000331595.p1	ENST00000331595.p1	0	151.625	45	19	189	18	368	41.6	7.52	273.58	19	1
FALSE	High	Master Protein	TALONT001546167.p1	TALONT001546167.p1	0	151.499	40	20	136	20	463	51.1	5.39	219.69	20	1
FALSE	High	Master Protein	ENST00000248437.p1	ENST00000248437.p1	0	150.563	44	19	155	4	448	49.9	5.06	251.25	19	1
FALSE	High	Master Protein	ENST00000334828.p1	ENST00000334828.p1	0	150.16	53	16	86	14	254	28.8	7.18	133.22	16	1
FALSE	High	Master Protein	ENST00000336292.p1	ENST00000336292.p1	0	150.098	25	38	71	38	1605	176.9	5.19	91.62	38	1
FALSE	High	Master Protein	ENST00000494517.p1	ENST00000494517.p1	0	149.672	28	39	57	39	1640	188.1	4.82	68.88	39	1
FALSE	High	Master Protein	ENST00000301785.p1	ENST00000301785.p1	0	149.658	30	29	108	29	747	85.1	4.91	120.49	29	1
FALSE	High	Master Protein	ENST00000327858.p1	ENST00000327858.p1	0	149.428	37	22	99	9	703	77.2	5.22	144.2	22	1
FALSE	High	Master Protein	ENST00000354725.p1	ENST00000354725.p1	0	149.33	37	32	95	32	910	101.9	7.17	127.03	32	1
FALSE	High	Master Protein	ENST00000295809.p1	ENST00000295809.p1	0	149.001	39	28	72	28	789	88.6	9.29	76.73	28	1
FALSE	High	Master Protein	TALONT000890938.p1	TALONT000890938.p1	0	148.974	38	26	84	26	725	81.1	9.06	92.56	26	1
FALSE	High	Master Protein	ENST00000427177.p1	ENST00000427177.p1	0	148.87	40	23	94	23	586	65.4	8.97	160.82	23	1
FALSE	High	Master Protein	ENST00000247207.p1	ENST00000247207.p1	0	148.543	30	22	129	10	639	70	5.74	216.59	22	1
FALSE	High	Master Protein	ENST00000396183.p1	ENST00000396183.p1	0	148.434	27	20	87	16	781	85.4	5.86	131.74	20	1
FALSE	High	Master Protein	ENST00000369622.p1	ENST00000369622.p1	0	148.044	33	22	95	14	657	73.3	8.85	109.83	22	1
FALSE	High	Master Protein	ENST00000390549.p1	ENST00000390549.p1	0	147.866	63	19	451	11	330	36.1	8.19	668.08	19	1
FALSE	High	Master Protein	ENST00000405315.p1	ENST00000405315.p1	0	147.677	49	23	72	23	461	53.8	5.25	105.34	23	1
FALSE	High	Master Protein	ENST00000317968.p1	ENST00000317968.p1	0	146.324	42	22	80	5	596	63.9	8.21	109.89	22	1
FALSE	High	Master Protein	ENST00000245932.p1	ENST00000245932.p1	0	146.306	53	20	74	20	380	39.8	8.94	113.12	20	1
FALSE	High	Master Protein	ENST00000418115.p1	ENST00000418115.p1	0	146.24	50	12	131	6	193	21.8	6.1	191.39	12	1
FALSE	High	Master Protein	ENST00000338702.p1	ENST00000338702.p1	0	145.7	42	23	105	19	568	63.8	7.68	166.2	23	1
