Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Protein Groups
FALSE	High	Master Protein	ENST00000373960.p1	ENST00000373960.p1	0	389.732	70	53	383	47	470	53.5	5.27	779.4	53	1
FALSE	High	Master Protein	ENST00000368531.p1	ENST00000368531.p1	0	381.047	78	36	505	6	250	29.2	4.81	917.32	36	1
FALSE	High	Master Protein	ENST00000358901.p1	ENST00000358901.p1	0	378.994	43	48	277	48	806	89.3	5.26	443.51	48	1
FALSE	High	Master Protein	ENST00000493945.p1	ENST00000493945.p1	0	377.857	86	36	1327	1	375	41.7	5.48	2389.25	36	1
FALSE	High	Master Protein	ENST00000367429.p1	ENST00000367429.p1	0	374.07	43	50	256	50	1231	139	6.62	434.08	50	1
FALSE	High	Master Protein	ENST00000644774.p1	ENST00000644774.p1	0	373.075	70	36	1325	1	445	48.4	6.01	2382.52	36	1
FALSE	High	Master Protein	TALONT001897286.p1	TALONT001897286.p1	0	373.041	61	44	285	14	630	72.1	5.77	584.72	44	1
FALSE	High	Master Protein	ENST00000340384.p1	ENST00000340384.p1	0	362.544	59	26	923	4	445	49.8	4.89	1560.79	26	1
FALSE	High	Master Protein	ENST00000311151.p1	ENST00000311151.p1	0	362.014	56	27	439	25	572	62.3	6.38	803.96	27	1
FALSE	High	Master Protein	ENST00000261366.p1	ENST00000261366.p1	0	361.549	58	54	209	47	586	66.4	5.16	314.23	54	1
FALSE	High	Master Protein	ENST00000373818.p1	ENST00000373818.p1	0	358.023	44	38	290	1	782	85.6	6.28	492.32	38	1
FALSE	High	Master Protein	ENST00000302763.p1	ENST00000302763.p1	0	357.987	44	47	197	47	906	100	6.29	365.93	47	1
FALSE	High	Master Protein	ENST00000404484.p1	ENST00000404484.p1	0	356.185	92	38	479	9	248	28.7	4.82	840.83	38	1
FALSE	High	Master Protein	TALONT002369270.p1	TALONT002369270.p1	0	353.167	67	30	1111	13	377	42	5.39	1979.84	30	1
FALSE	High	Master Protein	ENST00000534624.p1	ENST00000534624.p1	0	352.963	50	40	353	25	646	70.9	5.52	683.03	40	1
FALSE	High	Master Protein	ENST00000599920.p1	ENST00000599920.p1	0	352.667	52	51	172	41	997	113.2	7.59	294.72	51	1
FALSE	High	Master Protein	ENST00000374525.p1	ENST00000374525.p1	0	349.233	44	39	277	39	949	104.2	5.08	461.03	39	1
FALSE	High	Master Protein	ENST00000645495.p1	ENST00000645495.p1	0	345.675	50	46	352	23	583	68.5	6.37	608.8	46	1
FALSE	High	Master Protein	ENST00000309311.p1	ENST00000309311.p1	0	345.032	40	41	338	40	858	95.3	6.83	520.28	41	1
FALSE	High	Master Protein	ENST00000361566.p1	ENST00000361566.p1	0	342.915	66	39	472	28	400	44.1	5.14	755.52	39	1
FALSE	High	Master Protein	ENST00000373316.p1	ENST00000373316.p1	0	340.095	71	35	442	35	448	47.8	8.48	736.81	35	1
FALSE	High	Master Protein	ENST00000263277.p1	ENST00000263277.p1	0	339.891	57	40	255	34	543	61.1	6.46	421.59	40	1
FALSE	High	Master Protein	TALONT002305971.p1	TALONT002305971.p1	0	336.064	45	39	274	2	795	87	6.28	444.21	39	1
FALSE	High	Master Protein	TALONT002300037.p1	TALONT002300037.p1	0	332.547	44	37	277	1	731	80.6	5.85	456.62	37	1
FALSE	High	Master Protein	ENST00000367075.p1	ENST00000367075.p1	0	332.163	50	50	352	33	575	68.1	6.07	624.73	50	1
FALSE	High	Master Protein	TALONT003064799.p1	TALONT003064799.p1	0	326.156	67	51	333	51	667	75.2	5.67	497.34	51	1
FALSE	High	Master Protein	ENST00000640218.p1	ENST00000640218.p1	0	325.412	39	43	240	42	825	90.5	6	355.32	43	1
FALSE	High	Master Protein	ENST00000327892.p1	ENST00000327892.p1	0	323.302	59	26	900	3	444	49.6	4.89	1451.89	26	1
FALSE	High	Master Protein	ENST00000568225.p1	ENST00000568225.p1	0	316.464	28	64	140	64	5028	549.4	5.59	195.62	64	1
FALSE	High	Master Protein	ENST00000264335.p1	ENST00000264335.p1	0	314.611	69	25	358	22	255	29.2	4.74	694.44	25	1
FALSE	High	Master Protein	ENST00000395353.p1	ENST00000395353.p1	0	312.46	50	49	239	49	893	99.3	5.48	363.01	49	1
FALSE	High	Master Protein	ENST00000368223.p1	ENST00000368223.p1	0	309.052	40	53	165	53	1422	155	4.27	289.31	53	1
FALSE	High	Master Protein	ENST00000343218.p1	ENST00000343218.p1	0	304.879	49	29	269	27	684	73.9	6.35	518.46	29	1
FALSE	High	Master Protein	ENST00000392524.p1	ENST00000392524.p1	0	301.571	52	28	134	4	378	39.6	9.01	276.71	28	1
FALSE	High	Master Protein	TALONT002123722.p1	TALONT002123722.p1	0	301.179	68	47	349	13	434	48.9	5.29	609.94	47	1
FALSE	High	Master Protein	ENST00000259818.p1	ENST00000259818.p1	0	296.174	56	23	808	1	445	49.9	4.89	1276.96	23	1
FALSE	High	Master Protein	ENST00000333628.p1	ENST00000333628.p1	0	295.346	56	23	808	1	445	49.9	4.89	1278.82	23	1
FALSE	High	Master Protein	ENST00000331483.p1	ENST00000331483.p1	0	291.885	63	47	245	43	508	57.1	4.87	350	47	1
FALSE	High	Master Protein	ENST00000510756.p1	ENST00000510756.p1	0	290.748	53	35	230	30	769	82.4	5.2	382	35	1
FALSE	High	Master Protein	ENST00000396861.p1	ENST00000396861.p1	0	288.723	64	24	334	24	335	36	8.46	523.13	24	1
FALSE	High	Master Protein	ENST00000357037.p2	ENST00000357037.p2	0	287.885	40	22	531	22	390	43.5	5.6	965.4	22	1
FALSE	High	Master Protein	ENST00000270233.p1	ENST00000270233.p1	0	287.731	47	28	197	28	628	67.4	5.81	375.44	28	1
FALSE	High	Master Protein	ENST00000356674.p1	ENST00000356674.p1	0	286.067	59	28	228	2	397	41.8	9.29	415.76	28	1
FALSE	High	Master Protein	ENST00000297258.p1	ENST00000297258.p1	0	283.836	96	22	234	22	135	15.2	7.01	468.77	22	1
FALSE	High	Master Protein	TALONT003713200.p1	TALONT003713200.p1	0	282.931	50	26	127	2	356	37	8.31	265.5	26	1
FALSE	High	Master Protein	TALONT001169898.p1	TALONT001169898.p1	0	280.047	63	43	184	16	605	68.4	6.68	261.87	43	1
FALSE	High	Master Protein	ENST00000394943.p1	ENST00000394943.p1	0	279.171	52	40	143	32	760	85.2	6.76	225.97	40	1
FALSE	High	Master Protein	ENST00000380191.p1	ENST00000380191.p1	0	278.676	63	29	223	22	445	50.6	6.47	390.57	29	1
FALSE	High	Master Protein	ENST00000539310.p1	ENST00000539310.p1	0	277.101	40	30	209	22	630	70.8	5.6	383.82	30	1
FALSE	High	Master Protein	ENST00000542977.p1	ENST00000542977.p1	0	275.223	50	37	104	37	851	96.9	5.05	234.96	37	1
FALSE	High	Master Protein	ENST00000355906.p1	ENST00000355906.p1	0	273.012	55	26	319	12	420	46.7	6.74	606.69	26	1
FALSE	High	Master Protein	ENST00000335181.p1	ENST00000335181.p1	0	272.464	67	33	293	3	510	55.7	7.83	527.4	33	1
FALSE	High	Master Protein	ENST00000262030.p1	ENST00000262030.p1	0	272.13	47	21	370	21	529	56.5	5.4	692.29	21	1
FALSE	High	Master Protein	ENST00000563924.p1	ENST00000563924.p1	0	272.007	43	33	146	33	738	82.5	6.99	281.07	33	1
FALSE	High	Master Protein	ENST00000652332.p1	ENST00000652332.p1	0	270.742	51	43	166	43	645	72.9	5.07	251.19	43	1
FALSE	High	Master Protein	TALONT002300740.p1	TALONT002300740.p1	0	269.297	79	30	150	30	441	46.4	7.05	274.27	30	1
FALSE	High	Master Protein	ENST00000234590.p1	ENST00000234590.p1	0	269.075	47	29	275	28	434	47.1	7.39	541.64	29	1
FALSE	High	Master Protein	ENST00000360787.p1	ENST00000360787.p1	0	268.409	60	29	232	3	409	43.2	9.39	422.2	29	1
FALSE	High	Master Protein	TALONT001586342.p1	TALONT001586342.p1	0	267.804	41	35	274	18	659	72.5	6.44	548.93	35	1
FALSE	High	Master Protein	ENST00000651929.p2	ENST00000651929.p2	0	266.179	80	31	353	12	280	31.9	8.32	593.31	31	1
FALSE	High	Master Protein	TALONT001889169.p1	TALONT001889169.p1	0	266.05	70	35	295	5	531	58	7.71	521.11	35	1
FALSE	High	Master Protein	TALONT001379920.p1	TALONT001379920.p1	0	265.75	76	30	229	30	346	38.7	7.02	480.49	30	1
FALSE	High	Master Protein	ENST00000228740.p1	ENST00000228740.p1	0	263.518	49	31	221	31	611	69.2	6.18	359.98	31	1
FALSE	High	Master Protein	ENST00000299767.p1	ENST00000299767.p1	0	261.896	33	32	234	31	803	92.4	4.84	350.67	32	1
FALSE	High	Master Protein	ENST00000372805.p1	ENST00000372805.p1	0	261.576	51	31	198	30	475	51.9	8.06	343.38	31	1
FALSE	High	Master Protein	ENST00000541179.p1	ENST00000541179.p1	0	261.076	36	36	177	11	781	87.2	7.81	309.92	36	1
FALSE	High	Master Protein	TALONT000407525.p1	TALONT000407525.p1	0	258.805	55	21	213	17	215	24.9	5.74	404.83	21	1
FALSE	High	Master Protein	ENST00000403106.p1	ENST00000403106.p1	0	256.562	47	33	358	33	662	71.7	7.9	565.22	33	1
FALSE	High	Master Protein	ENST00000264613.p1	ENST00000264613.p1	0	256.175	33	35	186	35	1077	123.5	5.9	316.06	35	1
FALSE	High	Master Protein	ENST00000341590.p1	ENST00000341590.p1	0	254.22	43	34	172	34	680	77.8	6.7	282.69	34	1
FALSE	High	Master Protein	ENST00000300289.p1	ENST00000300289.p1	0	251.187	55	36	241	36	505	56.7	6.35	437.05	36	1
FALSE	High	Master Protein	ENST00000329399.p1	ENST00000329399.p1	0	250.615	69	22	206	22	329	36	7.02	393.21	22	1
FALSE	High	Master Protein	ENST00000297785.p1	ENST00000297785.p1	0	250.407	49	29	214	27	518	56.6	6.23	424.24	29	1
FALSE	High	Master Protein	ENST00000404814.p1	ENST00000404814.p1	0	250.056	42	29	281	29	521	57.7	5.31	476.8	29	1
FALSE	High	Master Protein	TALONT001388056.p1	TALONT001388056.p1	0	250.037	34	31	132	25	894	95.3	8.76	197.91	31	1
FALSE	High	Master Protein	ENST00000276079.p1	ENST00000276079.p1	0	249.898	47	29	160	28	471	54.2	8.95	230.75	29	1
FALSE	High	Master Protein	ENST00000157600.p1	ENST00000157600.p1	0	249.611	61	29	220	29	403	44.8	8.18	369.83	29	1
FALSE	High	Master Protein	ENST00000357214.p1	ENST00000357214.p1	0	248.323	34	27	181	23	670	72.3	9.03	314.35	27	1
FALSE	High	Master Protein	ENST00000264908.p1	ENST00000264908.p1	0	247.686	72	36	228	36	323	36.4	5.92	397.76	36	1
FALSE	High	Master Protein	ENST00000286788.p1	ENST00000286788.p1	0	247.628	61	37	170	37	548	59.6	5.6	272.44	37	1
FALSE	High	Master Protein	ENST00000336292.p1	ENST00000336292.p1	0	247.277	32	52	115	52	1605	176.9	5.19	182.28	52	1
FALSE	High	Master Protein	TALONT001177035.p1	TALONT001177035.p1	0	246.986	47	28	304	28	610	64.4	8.76	424.76	28	1
FALSE	High	Master Protein	TALONT003388239.p1	TALONT003388239.p1	0	246.693	57	43	165	40	545	62.7	5.17	329.28	43	1
FALSE	High	Master Protein	ENST00000300527.p1	ENST00000300527.p1	0	243.602	26	34	223	7	1019	108.5	6.21	441.04	34	1
FALSE	High	Master Protein	ENST00000261733.p1	ENST00000261733.p1	0	242.795	41	28	218	25	517	56.3	7.05	408.98	28	1
FALSE	High	Master Protein	ENST00000301843.p1	ENST00000301843.p1	0	241.418	51	35	143	35	550	61.5	5.4	226.41	35	1
FALSE	High	Master Protein	ENST00000360526.p1	ENST00000360526.p1	0	238.736	51	27	193	27	568	62.6	6.6	324.01	27	1
FALSE	High	Master Protein	ENST00000379742.p1	ENST00000379742.p1	0	238.089	35	33	167	8	789	88.1	8.07	287.61	33	1
FALSE	High	Master Protein	ENST00000297185.p1	ENST00000297185.p1	0	237.614	48	35	143	35	706	76.6	6.87	215.24	35	1
FALSE	High	Master Protein	ENST00000426705.p1	ENST00000426705.p1	0	237.353	56	31	236	3	514	56.8	6.48	366.56	31	1
FALSE	High	Master Protein	ENST00000241052.p1	ENST00000241052.p1	0	236.604	50	29	143	29	527	59.7	7.39	311.7	29	1
FALSE	High	Master Protein	ENST00000334828.p1	ENST00000334828.p1	0	235.602	64	21	140	17	254	28.8	7.18	262.23	21	1
FALSE	High	Master Protein	ENST00000358204.p1	ENST00000358204.p1	0	234.326	51	25	113	25	421	48	7.68	151.5	25	1
FALSE	High	Master Protein	ENST00000307296.p1	ENST00000307296.p1	0	231.754	40	43	117	43	901	99.3	6.77	172.3	43	1
FALSE	High	Master Protein	ENST00000323076.p1	ENST00000323076.p1	0	231.581	44	31	206	24	627	70.2	5.43	363.72	31	1
FALSE	High	Master Protein	ENST00000392006.p1	ENST00000392006.p1	0	230.359	29	27	103	26	856	95.7	6.92	192.25	27	1
FALSE	High	Master Protein	TALONT001770178.p1	TALONT001770178.p1	0	228.987	66	31	207	29	364	39.4	8.09	400.86	31	1
FALSE	High	Master Protein	ENST00000380649.p1	ENST00000380649.p1	0	227.712	38	33	175	33	775	84.3	9.06	243.64	33	1
FALSE	High	Master Protein	ENST00000229270.p1	ENST00000229270.p1	0	227.383	65	22	262	22	286	30.8	5.92	509.54	22	1
FALSE	High	Master Protein	ENST00000395953.p1	ENST00000395953.p1	0	227.173	53	21	287	15	245	27.7	4.79	554.63	21	1
FALSE	High	Master Protein	ENST00000315491.p1	ENST00000315491.p1	0	226.989	40	19	385	1	450	50.4	4.93	583.38	19	1
FALSE	High	Master Protein	ENST00000391971.p1	ENST00000391971.p1	0	225.917	58	22	147	22	386	44	7.01	248.05	22	1
FALSE	High	Master Protein	TALONT002111142.p1	TALONT002111142.p1	0	225.881	52	17	208	17	284	29.9	5.21	420.42	17	1
FALSE	High	Master Protein	ENST00000226299.p1	ENST00000226299.p1	0	225.468	51	27	174	27	519	56.1	7.93	306.02	27	1
FALSE	High	Master Protein	ENST00000333188.p1	ENST00000333188.p1	0	224.76	39	33	106	33	906	102.4	5.27	176.56	33	1
FALSE	High	Master Protein	ENST00000388968.p1	ENST00000388968.p1	0	224.631	41	31	152	31	573	61	5.87	268.07	31	1
FALSE	High	Master Protein	ENST00000360079.p1	ENST00000360079.p1	0	223.501	35	29	163	29	609	69.8	6.64	296.95	29	1
FALSE	High	Master Protein	ENST00000378026.p1	ENST00000378026.p1	0	223.131	61	34	103	34	602	66	5.92	227.28	34	1
FALSE	High	Master Protein	ENST00000335508.p1	ENST00000335508.p1	0	221.605	28	34	101	34	1304	145.7	7.09	124.92	34	1
FALSE	High	Master Protein	TALONT000987807.p1	TALONT000987807.p1	0	220.329	26	28	203	1	918	97.4	5.55	402.12	28	1
FALSE	High	Master Protein	ENST00000305218.p1	ENST00000305218.p1	0	220.233	53	43	115	43	543	62.6	6.8	154.21	43	1
FALSE	High	Master Protein	ENST00000396183.p1	ENST00000396183.p1	0	217.866	41	25	123	21	781	85.4	5.86	204	25	1
FALSE	High	Master Protein	ENST00000335295.p1	ENST00000335295.p1	0	217.577	85	16	1094	16	147	16	7.28	1546.03	16	1
FALSE	High	Master Protein	ENST00000361475.p1	ENST00000361475.p1	0	215.82	34	26	145	26	687	77.3	5.22	255.85	26	1
FALSE	High	Master Protein	TALONT002283337.p1	TALONT002283337.p1	0	214.725	71	30	205	1	321	36.1	6.13	353.42	30	1
FALSE	High	Master Protein	ENST00000277865.p1	ENST00000277865.p1	0	213.169	49	29	224	10	558	61.4	7.8	341.87	29	1
FALSE	High	Master Protein	ENST00000338702.p1	ENST00000338702.p1	0	211.118	47	29	183	25	568	63.8	7.68	308.08	29	1
FALSE	High	Master Protein	ENST00000302278.p1	ENST00000302278.p1	0	210.86	29	29	200	29	826	91.4	5.5	349.58	29	1
FALSE	High	Master Protein	ENST00000571505.p1	ENST00000571505.p1	0	210.475	72	20	121	16	222	24.8	7.02	237.27	20	1
FALSE	High	Master Protein	ENST00000295809.p1	ENST00000295809.p1	0	209.862	44	36	109	36	789	88.6	9.29	134.5	36	1
FALSE	High	Master Protein	ENST00000510025.p1	ENST00000510025.p1	0	207.987	36	30	115	30	762	82.4	8.76	191.53	30	1
FALSE	High	Master Protein	TALONT003800581.p1	TALONT003800581.p1	0	207.919	60	29	207	1	456	50.5	6.37	314.3	29	1
FALSE	High	Master Protein	TALONT002300582.p1	TALONT002300582.p1	0	207.91	45	23	94	21	372	38.7	9.13	193.37	23	1
FALSE	High	Master Protein	ENST00000301071.p1	ENST00000301071.p1	0	207.843	48	21	261	6	451	50.1	5.06	436.62	21	1
FALSE	High	Master Protein	TALONT000423092.p1	TALONT000423092.p1	0	206.376	39	31	94	31	954	104.9	5.81	174.04	31	1
FALSE	High	Master Protein	ENST00000313511.p1	ENST00000313511.p1	0	205.529	50	24	160	24	455	49.8	7.61	251.47	24	1
FALSE	High	Master Protein	ENST00000390549.p1	ENST00000390549.p1	0	205.475	66	19	712	12	330	36.1	8.19	1094.99	19	1
FALSE	High	Master Protein	ENST00000380546.p1	ENST00000380546.p1	0	204.926	48	22	135	15	411	46.1	5.68	226.34	22	1
FALSE	High	Master Protein	TALONT002285378.p1	TALONT002285378.p1	0	204.918	64	30	205	1	342	38.6	6.93	350.37	30	1
FALSE	High	Master Protein	ENST00000396821.p1	ENST00000396821.p1	0	204.916	41	33	144	21	652	72.5	8.68	213.95	33	1
FALSE	High	Master Protein	TALONT001236409.p1	TALONT001236409.p1	0	204.763	57	35	127	28	645	72.6	9.35	223.65	35	1
FALSE	High	Master Protein	TALONT001633856.p1	TALONT001633856.p1	0	204.517	50	23	173	23	417	48.1	4.44	398.65	23	1
FALSE	High	Master Protein	TALONT002122346.p1	TALONT002122346.p1	0	204.398	55	28	210	1	301	33.1	4.89	404.68	28	1
FALSE	High	Master Protein	ENST00000247207.p1	ENST00000247207.p1	0	203.645	37	28	182	13	639	70	5.74	359.01	28	1
FALSE	High	Master Protein	ENST00000373232.p1	ENST00000373232.p1	0	201.836	79	20	125	19	289	32.6	5.86	248.72	20	1
FALSE	High	Master Protein	ENST00000432237.p1	ENST00000432237.p1	0	200.784	27	26	81	26	1121	121.5	6.11	150.34	26	1
FALSE	High	Master Protein	ENST00000379516.p1	ENST00000379516.p1	0	199.75	45	28	122	1	519	58.4	5.12	193.92	28	1
FALSE	High	Master Protein	ENST00000462138.p1	ENST00000462138.p1	0	198.934	46	31	136	31	623	67.8	7.66	203.2	31	1
FALSE	High	Master Protein	ENST00000356638.p1	ENST00000356638.p1	0	198.918	32	32	145	32	948	107.3	6.21	248.13	32	1
FALSE	High	Master Protein	ENST00000359470.p1	ENST00000359470.p1	0	198.698	48	25	122	25	687	73	9.03	241.12	25	1
FALSE	High	Master Protein	ENST00000398752.p1	ENST00000398752.p1	0	198.039	38	27	280	27	574	61.7	9.03	488.74	27	1
FALSE	High	Master Protein	ENST00000556029.p1	ENST00000556029.p1	0	197.842	46	21	110	5	454	50.6	9.38	199.46	21	1
FALSE	High	Master Protein	ENST00000304858.p1	ENST00000304858.p1	0	197.814	40	31	109	29	840	94.3	5.19	149.72	31	1
FALSE	High	Master Protein	ENST00000422982.p1	ENST00000422982.p1	0	197.265	43	29	127	28	505	54.4	7.65	205.82	29	1
FALSE	High	Master Protein	ENST00000375663.p1	ENST00000375663.p1	0	196.654	28	35	106	35	1264	140.4	7.59	186.08	35	1
FALSE	High	Master Protein	ENST00000302271.p1	ENST00000302271.p1	0	196.022	42	30	140	21	633	70.9	8.13	208.18	30	1
FALSE	High	Master Protein	ENST00000375326.p1	ENST00000375326.p1	0	195.51	43	20	198	19	403	43.6	8.56	289.36	20	1
FALSE	High	Master Protein	ENST00000288266.p1	ENST00000288266.p1	0	195.405	42	28	86	28	709	79.6	5.41	141.25	28	1
FALSE	High	Master Protein	ENST00000248437.p1	ENST00000248437.p1	0	194.486	46	20	225	5	448	49.9	5.06	390.77	20	1
FALSE	High	Master Protein	TALONT000890938.p1	TALONT000890938.p1	0	193.948	37	25	98	25	725	81.1	9.06	176.35	25	1
FALSE	High	Master Protein	ENST00000514949.p1	ENST00000514949.p1	0	193.918	58	28	112	1	402	46.1	7.24	180.34	28	1
FALSE	High	Master Protein	ENST00000216254.p1	ENST00000216254.p1	0	193.565	41	25	93	19	683	74.1	6.93	172.38	25	1
FALSE	High	Master Protein	ENST00000372839.p1	ENST00000372839.p1	0	192.791	54	22	218	13	246	28.1	4.83	418.75	22	1
FALSE	High	Master Protein	ENST00000231751.p1	ENST00000231751.p1	0	191.349	48	35	92	35	722	79.5	8.18	131.04	35	1
FALSE	High	Master Protein	ENST00000264202.p1	ENST00000264202.p1	0	190.995	57	23	135	6	272	30.6	6	268.33	23	1
FALSE	High	Master Protein	ENST00000458587.p1	ENST00000458587.p1	0	190.2	37	20	140	20	313	34.7	7.84	211.08	20	1
FALSE	High	Master Protein	ENST00000447750.p1	ENST00000447750.p1	0	190.174	53	26	139	19	447	50.6	5.14	225.44	26	1
FALSE	High	Master Protein	ENST00000317799.p1	ENST00000317799.p1	0	189.969	48	26	141	26	474	51.3	9.41	196.66	26	1
FALSE	High	Master Protein	ENST00000362031.p1	ENST00000362031.p1	0	189.885	43	22	79	21	406	46.6	6.16	144.41	22	1
FALSE	High	Master Protein	ENST00000302516.p1	ENST00000302516.p1	0	189.289	29	35	113	35	1217	135.5	5.26	133.38	35	1
FALSE	High	Master Protein	ENST00000453960.p1	ENST00000453960.p1	0	188.062	49	24	115	24	498	53.3	9.88	197.09	24	1
FALSE	High	Master Protein	ENST00000251595.p1	ENST00000251595.p1	0	187.902	69	13	1987	13	154	16.7	8.68	2650.86	13	1
FALSE	High	Master Protein	ENST00000264028.p1	ENST00000264028.p1	0	187.812	42	29	108	29	511	57.2	6.21	141.65	29	1
FALSE	High	Master Protein	ENST00000371084.p1	ENST00000371084.p1	0	187.702	44	27	145	27	562	61.4	6.76	194.15	27	1
FALSE	High	Master Protein	ENST00000319248.p1	ENST00000319248.p1	0	187.592	58	22	294	18	221	24.6	8.59	472.01	22	1
FALSE	High	Master Protein	ENST00000646673.p1	ENST00000646673.p1	0	187.51	42	29	116	29	626	72.2	7.14	195.96	29	1
FALSE	High	Master Protein	ENST00000322535.p1	ENST00000322535.p1	0	187.468	28	26	84	26	895	100.2	5.67	118.81	26	1
FALSE	High	Master Protein	ENST00000355841.p1	ENST00000355841.p1	0	187.106	46	20	117	20	486	53	8.69	190.07	20	1
FALSE	High	Master Protein	ENST00000301785.p1	ENST00000301785.p1	0	186.619	33	32	146	32	747	85.1	4.91	202.15	32	1
FALSE	High	Master Protein	ENST00000673047.p1	ENST00000673047.p1	0	186.528	52	24	205	21	334	36.6	6.05	350.15	24	1
FALSE	High	Master Protein	ENST00000388837.p1	ENST00000388837.p1	0	186.469	47	32	265	30	453	50.2	5.62	329.99	32	1
FALSE	High	Master Protein	ENST00000404648.p1	ENST00000404648.p1	0	186.407	46	22	149	22	437	49.5	6.09	265.7	22	1
