Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Protein Groups
FALSE	High	Master Protein	TALONT001832471.p1	TALONT001832471.p1	0	389.314	82	40	463	13	248	28.6	4.7	758.67	40	1
FALSE	High	Master Protein	ENST00000373960.p1	ENST00000373960.p1	0	375.63	72	54	321	48	470	53.5	5.27	581.14	54	1
FALSE	High	Master Protein	ENST00000216281.p1	ENST00000216281.p1	0	375.092	50	48	294	27	732	84.6	5.02	486.89	48	1
FALSE	High	Master Protein	TALONT002305971.p1	TALONT002305971.p1	0	369.663	45	41	292	2	795	87	6.28	456	41	1
FALSE	High	Master Protein	ENST00000267996.p1	ENST00000267996.p1	0	368.85	87	43	460	14	284	32.7	4.74	713.42	43	1
FALSE	High	Master Protein	ENST00000251595.p1	ENST00000251595.p1	0	367.743	69	18	3839	18	154	16.7	8.68	6058.73	18	1
FALSE	High	Master Protein	TALONT002300037.p1	TALONT002300037.p1	0	364.55	45	39	293	1	731	80.6	5.85	465.55	39	1
FALSE	High	Master Protein	TALONT002369270.p1	TALONT002369270.p1	0	363.912	79	36	861	18	377	42	5.39	1372.41	36	1
FALSE	High	Master Protein	ENST00000325327.p1	ENST00000325327.p1	0	357.805	57	58	235	52	620	69.9	5.59	442.74	58	1
FALSE	High	Master Protein	ENST00000493945.p1	ENST00000493945.p1	0	356.17	77	35	915	1	375	41.7	5.48	1524.89	35	1
FALSE	High	Master Protein	ENST00000644774.p1	ENST00000644774.p1	0	351.321	63	35	913	1	445	48.4	6.01	1516.28	35	1
FALSE	High	Master Protein	ENST00000371646.p1	ENST00000371646.p1	0	351.07	43	43	287	23	755	86.8	5.08	489.96	43	1
FALSE	High	Master Protein	ENST00000575842.p1	ENST00000575842.p1	0	350.925	77	35	913	1	375	41.8	5.48	1516.28	35	1
FALSE	High	Master Protein	ENST00000330188.p1	ENST00000330188.p1	0	348.414	82	37	422	5	248	28.9	4.75	717.59	37	1
FALSE	High	Master Protein	ENST00000368531.p1	ENST00000368531.p1	0	348.279	74	37	420	7	250	29.2	4.81	700.26	37	1
FALSE	High	Master Protein	ENST00000403106.p1	ENST00000403106.p1	0	348.02	52	44	525	44	662	71.7	7.9	770.78	44	1
FALSE	High	Master Protein	ENST00000246043.p1	ENST00000246043.p1	0	329.902	52	59	137	59	1410	152.4	8.6	216.65	59	1
FALSE	High	Master Protein	ENST00000264613.p1	ENST00000264613.p1	0	327.712	33	42	250	42	1077	123.5	5.9	390.33	42	1
FALSE	High	Master Protein	ENST00000358901.p1	ENST00000358901.p1	0	327.709	45	45	198	45	806	89.3	5.26	283.35	45	1
FALSE	High	Master Protein	TALONT001189835.p1	TALONT001189835.p1	0	316.525	55	50	160	37	751	84.6	5.48	237.14	50	1
FALSE	High	Master Protein	ENST00000335295.p1	ENST00000335295.p1	0	316.399	89	22	2288	22	147	16	7.28	3182.32	22	1
FALSE	High	Master Protein	ENST00000261366.p1	ENST00000261366.p1	0	308.205	54	49	167	43	586	66.4	5.16	225.46	49	1
FALSE	High	Master Protein	ENST00000404484.p1	ENST00000404484.p1	0	304.199	85	37	385	8	248	28.7	4.82	605.44	37	1
FALSE	High	Master Protein	ENST00000361566.p1	ENST00000361566.p1	0	303.673	64	39	297	27	400	44.1	5.14	417.64	39	1
FALSE	High	Master Protein	ENST00000367075.p1	ENST00000367075.p1	0	303.583	55	51	266	35	575	68.1	6.07	382.75	51	1
FALSE	High	Master Protein	ENST00000295598.p1	ENST00000295598.p1	0	302.484	38	45	201	41	1023	112.8	5.49	324.39	45	1
FALSE	High	Master Protein	TALONT001439228.p2	TALONT001439228.p2	0	299.623	75	33	446	1	222	25.9	7.77	680.44	33	1
FALSE	High	Master Protein	ENST00000311151.p1	ENST00000311151.p1	0	298.327	52	25	334	23	572	62.3	6.38	524.06	25	1
FALSE	High	Master Protein	TALONT003064799.p1	TALONT003064799.p1	0	298.128	68	48	231	48	667	75.2	5.67	349.48	48	1
FALSE	High	Master Protein	ENST00000340384.p1	ENST00000340384.p1	0	295.436	58	25	648	3	445	49.8	4.89	813.92	25	1
FALSE	High	Master Protein	ENST00000355906.p1	ENST00000355906.p1	0	293.529	55	28	507	13	420	46.7	6.74	914.65	28	1
FALSE	High	Master Protein	ENST00000599920.p1	ENST00000599920.p1	0	288.04	45	43	132	34	997	113.2	7.59	207.7	43	1
FALSE	High	Master Protein	TALONT001897286.p1	TALONT001897286.p1	0	286.763	57	42	191	14	630	72.1	5.77	321.01	42	1
FALSE	High	Master Protein	TALONT002123722.p1	TALONT002123722.p1	0	285.449	69	47	251	37	434	48.9	5.29	404.97	47	1
FALSE	High	Master Protein	ENST00000534624.p1	ENST00000534624.p1	0	284.892	49	38	262	24	646	70.9	5.52	442.19	38	1
FALSE	High	Master Protein	ENST00000309311.p1	ENST00000309311.p1	0	282.467	37	36	227	35	858	95.3	6.83	304	36	1
FALSE	High	Master Protein	ENST00000231751.p1	ENST00000231751.p1	0	281.438	59	47	189	47	722	79.5	8.18	309.89	47	1
FALSE	High	Master Protein	ENST00000343218.p1	ENST00000343218.p1	0	281.38	54	31	206	29	684	73.9	6.35	373.75	31	1
FALSE	High	Master Protein	ENST00000510756.p1	ENST00000510756.p1	0	280.483	53	38	197	33	769	82.4	5.2	245.99	38	1
FALSE	High	Master Protein	ENST00000327892.p1	ENST00000327892.p1	0	278.121	59	25	637	3	444	49.6	4.89	796.87	25	1
FALSE	High	Master Protein	ENST00000645495.p1	ENST00000645495.p1	0	278.039	49	44	234	22	583	68.5	6.37	313.57	44	1
FALSE	High	Master Protein	ENST00000302763.p1	ENST00000302763.p1	0	273.837	40	42	139	42	906	100	6.29	248.64	42	1
FALSE	High	Master Protein	ENST00000241052.p1	ENST00000241052.p1	0	273.34	65	36	191	36	527	59.7	7.39	361.77	36	1
FALSE	High	Master Protein	TALONT001379920.p1	TALONT001379920.p1	0	273.021	77	33	224	33	346	38.7	7.02	397.58	33	1
FALSE	High	Master Protein	ENST00000373316.p1	ENST00000373316.p1	0	272.862	72	34	319	34	448	47.8	8.48	467.49	34	1
FALSE	High	Master Protein	ENST00000640218.p1	ENST00000640218.p1	0	269.887	37	35	154	34	825	90.5	6	241.08	35	1
FALSE	High	Master Protein	ENST00000395353.p1	ENST00000395353.p1	0	269.826	46	44	188	44	893	99.3	5.48	237.71	44	1
FALSE	High	Master Protein	ENST00000356674.p1	ENST00000356674.p1	0	262.623	51	28	209	3	397	41.8	9.29	292.15	28	1
FALSE	High	Master Protein	ENST00000404814.p1	ENST00000404814.p1	0	258.187	50	35	248	35	521	57.7	5.31	368.38	35	1
FALSE	High	Master Protein	ENST00000360787.p1	ENST00000360787.p1	0	255.376	52	29	212	4	409	43.2	9.39	297.46	29	1
FALSE	High	Master Protein	ENST00000374525.p1	ENST00000374525.p1	0	255.349	40	35	138	35	949	104.2	5.08	208.49	35	1
FALSE	High	Master Protein	ENST00000404648.p1	ENST00000404648.p1	0	254.649	65	29	245	29	437	49.5	6.09	402.56	29	1
FALSE	High	Master Protein	ENST00000300527.p1	ENST00000300527.p1	0	253.942	25	35	201	35	1019	108.5	6.21	324.36	35	1
FALSE	High	Master Protein	ENST00000333628.p1	ENST00000333628.p1	0	250.594	56	23	591	1	445	49.9	4.89	713.05	23	1
FALSE	High	Master Protein	ENST00000372805.p1	ENST00000372805.p1	0	249.818	49	31	143	30	475	51.9	8.06	229.73	31	1
FALSE	High	Master Protein	ENST00000259818.p1	ENST00000259818.p1	0	249.151	56	23	589	1	445	49.9	4.89	707.81	23	1
FALSE	High	Master Protein	ENST00000380191.p1	ENST00000380191.p1	0	248.063	69	28	181	21	445	50.6	6.47	290.6	28	1
FALSE	High	Master Protein	ENST00000396861.p1	ENST00000396861.p1	0	247.169	59	22	302	16	335	36	8.46	404.73	22	1
FALSE	High	Master Protein	ENST00000262030.p1	ENST00000262030.p1	0	246.914	45	21	285	21	529	56.5	5.4	487.53	21	1
FALSE	High	Master Protein	TALONT000311968.p1	TALONT000311968.p1	0	246.071	59	23	272	20	259	29.5	5.06	466.11	23	1
FALSE	High	Master Protein	ENST00000652332.p1	ENST00000652332.p1	0	245.087	51	43	142	43	645	72.9	5.07	172.47	43	1
FALSE	High	Master Protein	ENST00000300289.p1	ENST00000300289.p1	0	243.593	56	36	194	36	505	56.7	6.35	301.25	36	1
FALSE	High	Master Protein	TALONT001597141.p1	TALONT001597141.p1	0	238.61	48	35	201	30	641	70	5.66	374.42	35	1
FALSE	High	Master Protein	ENST00000390549.p1	ENST00000390549.p1	0	237.334	64	22	841	15	330	36.1	8.19	1359.98	22	1
FALSE	High	Master Protein	ENST00000425368.p1	ENST00000425368.p1	0	235.615	39	34	152	34	764	85.5	7.06	263.24	34	1
FALSE	High	Master Protein	ENST00000331483.p1	ENST00000331483.p1	0	233.372	59	38	184	36	508	57.1	4.87	248.76	38	1
FALSE	High	Master Protein	ENST00000360526.p1	ENST00000360526.p1	0	231.211	51	29	161	29	568	62.6	6.6	273.16	29	1
FALSE	High	Master Protein	ENST00000305218.p1	ENST00000305218.p1	0	225.602	52	42	92	42	543	62.6	6.8	127.74	42	1
FALSE	High	Master Protein	ENST00000368223.p1	ENST00000368223.p1	0	224.038	33	42	105	42	1422	155	4.27	163.66	42	1
FALSE	High	Master Protein	TALONT002300740.p1	TALONT002300740.p1	0	223.591	74	27	108	27	441	46.4	7.05	153.81	27	1
FALSE	High	Master Protein	ENST00000335181.p1	ENST00000335181.p1	0	221.844	60	31	235	2	510	55.7	7.83	387.78	31	1
FALSE	High	Master Protein	ENST00000539310.p1	ENST00000539310.p1	0	221.124	35	26	142	20	630	70.8	5.6	258.45	26	1
FALSE	High	Master Protein	ENST00000228740.p1	ENST00000228740.p1	0	219.158	44	25	151	25	611	69.2	6.18	267.28	25	1
FALSE	High	Master Protein	ENST00000270233.p1	ENST00000270233.p1	0	218.393	46	26	135	26	628	67.4	5.81	207.35	26	1
FALSE	High	Master Protein	ENST00000263277.p1	ENST00000263277.p1	0	216.076	57	33	142	28	543	61.1	6.46	193.45	33	1
FALSE	High	Master Protein	TALONT001889169.p1	TALONT001889169.p1	0	215.849	57	33	236	4	531	58	7.71	387.11	33	1
FALSE	High	Master Protein	ENST00000229270.p1	ENST00000229270.p1	0	215.294	71	21	225	21	286	30.8	5.92	398.02	21	1
FALSE	High	Master Protein	ENST00000651929.p2	ENST00000651929.p2	0	214.956	75	25	200	25	280	31.9	8.32	344.4	25	1
FALSE	High	Master Protein	ENST00000323076.p1	ENST00000323076.p1	0	214.666	44	29	181	23	627	70.2	5.43	287.52	29	1
FALSE	High	Master Protein	ENST00000341247.p1	ENST00000341247.p1	0	213.929	49	33	91	32	759	85.2	6.84	142.06	33	1
FALSE	High	Master Protein	ENST00000357037.p2	ENST00000357037.p2	0	213.531	39	21	235	21	390	43.5	5.6	411.54	21	1
FALSE	High	Master Protein	ENST00000542977.p1	ENST00000542977.p1	0	213.156	46	36	77	36	851	96.9	5.05	123.09	36	1
FALSE	High	Master Protein	ENST00000305046.p1	ENST00000305046.p1	0	211.577	49	27	358	12	398	42.4	8.25	483.38	27	1
FALSE	High	Master Protein	ENST00000329399.p1	ENST00000329399.p1	0	209.178	64	20	146	20	329	36	7.02	265.09	20	1
FALSE	High	Master Protein	ENST00000297258.p1	ENST00000297258.p1	0	207.941	86	18	136	18	135	15.2	7.01	235.76	18	1
FALSE	High	Master Protein	TALONT003388239.p1	TALONT003388239.p1	0	207.596	59	43	132	40	545	62.7	5.17	206.95	43	1
FALSE	High	Master Protein	TALONT000407525.p1	TALONT000407525.p1	0	207.356	56	20	157	16	215	24.9	5.74	228.26	20	1
FALSE	High	Master Protein	ENST00000299767.p1	ENST00000299767.p1	0	206.808	40	34	164	34	803	92.4	4.84	201.96	34	1
FALSE	High	Master Protein	TALONT001388056.p1	TALONT001388056.p1	0	206.773	35	28	101	23	894	95.3	8.76	132.57	28	1
FALSE	High	Master Protein	ENST00000568225.p1	ENST00000568225.p1	0	205.429	26	51	98	51	5028	549.4	5.59	102.57	51	1
FALSE	High	Master Protein	TALONT001770178.p1	TALONT001770178.p1	0	204.209	65	29	184	25	364	39.4	8.09	331.55	29	1
FALSE	High	Master Protein	TALONT000423092.p1	TALONT000423092.p1	0	203.599	45	35	108	35	954	104.9	5.81	141.28	35	1
FALSE	High	Master Protein	ENST00000234590.p1	ENST00000234590.p1	0	203.361	46	26	200	26	434	47.1	7.39	342.9	26	1
FALSE	High	Master Protein	ENST00000286788.p1	ENST00000286788.p1	0	202.47	56	34	104	34	548	59.6	5.6	157.43	34	1
FALSE	High	Master Protein	ENST00000334828.p1	ENST00000334828.p1	0	201.553	64	20	106	17	254	28.8	7.18	162.18	20	1
FALSE	High	Master Protein	ENST00000426705.p1	ENST00000426705.p1	0	201.014	58	30	180	3	514	56.8	6.48	277.97	30	1
FALSE	High	Master Protein	ENST00000264908.p1	ENST00000264908.p1	0	198.895	76	32	156	32	323	36.4	5.92	225.12	32	1
FALSE	High	Master Protein	ENST00000297785.p1	ENST00000297785.p1	0	198.404	50	29	156	27	518	56.6	6.23	278.45	29	1
FALSE	High	Master Protein	TALONT001177035.p1	TALONT001177035.p1	0	197.94	49	26	253	26	610	64.4	8.76	279.08	26	1
FALSE	High	Master Protein	ENST00000395953.p1	ENST00000395953.p1	0	196.028	53	21	211	15	245	27.7	4.79	361.91	21	1
FALSE	High	Master Protein	ENST00000357214.p1	ENST00000357214.p1	0	195.853	35	27	126	23	670	72.3	9.03	177.26	27	1
FALSE	High	Master Protein	ENST00000248437.p1	ENST00000248437.p1	0	194.864	50	22	194	9	448	49.9	5.06	325.19	22	1
FALSE	High	Master Protein	ENST00000301843.p1	ENST00000301843.p1	0	192.5	55	34	102	34	550	61.5	5.4	133.96	34	1
FALSE	High	Master Protein	ENST00000336292.p1	ENST00000336292.p1	0	190.95	29	45	77	45	1605	176.9	5.19	110.68	45	1
FALSE	High	Master Protein	ENST00000380649.p1	ENST00000380649.p1	0	190.745	39	32	120	32	775	84.3	9.06	143.88	32	1
FALSE	High	Master Protein	ENST00000532870.p3	ENST00000532870.p3	0	189.868	84	25	239	25	201	22.6	8.84	307.6	25	1
FALSE	High	Master Protein	TALONT001633856.p1	TALONT001633856.p1	0	188.406	45	22	134	22	417	48.1	4.44	250.83	22	1
FALSE	High	Master Protein	TALONT002283337.p1	TALONT002283337.p1	0	188.284	75	29	150	1	321	36.1	6.13	226.9	29	1
FALSE	High	Master Protein	ENST00000673047.p1	ENST00000673047.p1	0	188.186	50	23	156	20	334	36.6	6.05	245.42	23	1
FALSE	High	Master Protein	ENST00000301072.p1	ENST00000301072.p1	0	186.089	45	21	198	8	449	49.9	5.1	331.54	21	1
FALSE	High	Master Protein	TALONT003800581.p1	TALONT003800581.p1	0	185.233	62	28	170	1	456	50.5	6.37	257.04	28	1
FALSE	High	Master Protein	ENST00000461509.p1	ENST00000461509.p1	0	185.2	42	16	263	16	282	31.3	7.11	331.25	16	1
FALSE	High	Master Protein	ENST00000315491.p1	ENST00000315491.p1	0	184.102	37	16	253	1	450	50.4	4.93	364.23	16	1
FALSE	High	Master Protein	ENST00000356638.p1	ENST00000356638.p1	0	183.935	36	34	114	34	948	107.3	6.21	162.4	34	1
FALSE	High	Master Protein	ENST00000358204.p1	ENST00000358204.p1	0	182.806	46	23	87	23	421	48	7.68	83.47	23	1
FALSE	High	Master Protein	ENST00000226299.p1	ENST00000226299.p1	0	181.283	54	29	119	29	519	56.1	7.93	176.44	29	1
FALSE	High	Master Protein	ENST00000313511.p1	ENST00000313511.p1	0	179.923	55	24	124	24	455	49.8	7.61	161.84	24	1
FALSE	High	Master Protein	ENST00000427177.p1	ENST00000427177.p1	0	179.744	55	29	99	29	586	65.4	8.97	161.93	29	1
FALSE	High	Master Protein	ENST00000404922.p1	ENST00000404922.p1	0	179.458	35	32	96	32	1231	131.8	4.86	100.18	32	1
FALSE	High	Master Protein	ENST00000157600.p1	ENST00000157600.p1	0	179.308	61	28	137	28	403	44.8	8.18	194.03	28	1
FALSE	High	Master Protein	TALONT002181582.p1	TALONT002181582.p1	0	179.245	40	29	110	29	658	72	7.5	148.21	29	1
FALSE	High	Master Protein	TALONT002285378.p1	TALONT002285378.p1	0	177.739	70	29	143	1	342	38.6	6.93	219.76	29	1
FALSE	High	Master Protein	ENST00000388968.p1	ENST00000388968.p1	0	177.562	40	28	118	28	573	61	5.87	174.88	28	1
FALSE	High	Master Protein	ENST00000563924.p1	ENST00000563924.p1	0	177.223	36	26	84	26	738	82.5	6.99	138.18	26	1
FALSE	High	Master Protein	ENST00000372839.p1	ENST00000372839.p1	0	177.104	54	19	178	10	246	28.1	4.83	292.13	19	1
FALSE	High	Master Protein	ENST00000360079.p1	ENST00000360079.p1	0	175.776	48	32	107	32	609	69.8	6.64	177.78	32	1
FALSE	High	Master Protein	ENST00000331595.p1	ENST00000331595.p1	0	175.602	49	20	200	19	368	41.6	7.52	294.66	20	1
FALSE	High	Master Protein	ENST00000398752.p1	ENST00000398752.p1	0	175.014	35	24	196	24	574	61.7	9.03	343.75	24	1
FALSE	High	Master Protein	TALONT001659353.p1	TALONT001659353.p1	0	174.894	32	30	138	30	904	99.5	5.86	205.2	30	1
FALSE	High	Master Protein	ENST00000378026.p1	ENST00000378026.p1	0	174.641	48	26	75	26	602	66	5.92	163.96	26	1
FALSE	High	Master Protein	ENST00000277865.p1	ENST00000277865.p1	0	174.522	40	26	146	11	558	61.4	7.8	219.41	26	1
FALSE	High	Master Protein	ENST00000392524.p1	ENST00000392524.p1	0	174.358	43	21	85	3	378	39.6	9.01	123.7	21	1
FALSE	High	Master Protein	ENST00000340006.p1	ENST00000340006.p1	0	173.381	69	15	142	15	193	20.6	8.57	271.62	15	1
FALSE	High	Master Protein	ENST00000510025.p1	ENST00000510025.p1	0	172.923	36	28	89	28	762	82.4	8.76	135.27	28	1
FALSE	High	Master Protein	TALONT001169898.p1	TALONT001169898.p1	0	172.249	56	33	105	10	605	68.4	6.68	108.71	33	1
FALSE	High	Master Protein	ENST00000297185.p1	ENST00000297185.p1	0	171.377	43	32	91	32	706	76.6	6.87	106.65	32	1
FALSE	High	Master Protein	ENST00000447750.p1	ENST00000447750.p1	0	170.809	54	24	102	17	447	50.6	5.14	138.89	24	1
FALSE	High	Master Protein	ENST00000261401.p1	ENST00000261401.p1	0	170.793	45	26	95	25	474	53.2	7.08	164.96	26	1
FALSE	High	Master Protein	ENST00000307296.p1	ENST00000307296.p1	0	170.622	32	32	87	32	901	99.3	6.77	113.88	32	1
FALSE	High	Master Protein	ENST00000216038.p1	ENST00000216038.p1	0	168.822	48	25	87	25	505	55.2	7.23	140.33	25	1
FALSE	High	Master Protein	ENST00000276079.p1	ENST00000276079.p1	0	168.797	43	25	110	24	471	54.2	8.95	118.31	25	1
FALSE	High	Master Protein	ENST00000296255.p1	ENST00000296255.p1	0	168.768	44	30	102	30	613	69.2	6.38	155.69	30	1
FALSE	High	Master Protein	TALONT003713200.p1	TALONT003713200.p1	0	167.062	41	20	70	2	356	37	8.31	105.04	20	1
FALSE	High	Master Protein	ENST00000302278.p1	ENST00000302278.p1	0	166.739	26	25	135	25	826	91.4	5.5	240.97	25	1
FALSE	High	Master Protein	ENST00000327858.p1	ENST00000327858.p1	0	166.665	37	23	103	9	703	77.2	5.22	123.21	23	1
FALSE	High	Master Protein	ENST00000507735.p1	ENST00000507735.p1	0	166.169	49	28	116	28	661	72.2	7.53	156.11	28	1
FALSE	High	Master Protein	ENST00000432237.p1	ENST00000432237.p1	0	165.97	27	27	65	27	1121	121.5	6.11	106.27	27	1
FALSE	High	Master Protein	ENST00000341590.p1	ENST00000341590.p1	0	165.396	44	29	108	29	680	77.8	6.7	144.79	29	1
FALSE	High	Master Protein	TALONT002430876.p2	TALONT002430876.p2	0	164.649	55	15	265	13	244	27.3	5.07	398.96	15	1
FALSE	High	Master Protein	ENST00000285379.p1	ENST00000285379.p1	0	164.139	82	24	149	24	260	29.2	7.4	216.54	24	1
FALSE	High	Master Protein	ENST00000422447.p1	ENST00000422447.p1	0	163.364	46	24	112	21	364	39.8	8.53	168.49	24	1
FALSE	High	Master Protein	ENST00000261733.p1	ENST00000261733.p1	0	163.216	44	28	109	25	517	56.3	7.05	155.8	28	1
FALSE	High	Master Protein	ENST00000319248.p1	ENST00000319248.p1	0	162.276	58	19	221	15	221	24.6	8.59	380.54	19	1
FALSE	High	Master Protein	ENST00000266718.p1	ENST00000266718.p1	0	162.021	43	19	349	19	338	38.4	6.61	305.17	19	1
FALSE	High	Master Protein	ENST00000396183.p1	ENST00000396183.p1	0	161.45	36	21	86	17	781	85.4	5.86	119.5	21	1
FALSE	High	Master Protein	ENST00000322723.p1	ENST00000322723.p1	0	160.028	36	34	133	34	710	76.6	4.7	200.06	34	1
FALSE	High	Master Protein	ENST00000301522.p1	ENST00000301522.p1	0	160.023	61	19	265	18	198	21.9	5.97	411.4	19	1
FALSE	High	Master Protein	ENST00000646673.p1	ENST00000646673.p1	0	159.632	38	24	74	24	626	72.2	7.14	111.15	24	1
FALSE	High	Master Protein	ENST00000355653.p1	ENST00000355653.p1	0	159.251	47	16	100	16	393	41.9	6.29	160.99	16	1
FALSE	High	Master Protein	ENST00000540303.p1	ENST00000540303.p1	0	159.206	44	19	305	4	358	40.1	7.28	473.17	19	1
FALSE	High	Master Protein	ENST00000280326.p1	ENST00000280326.p1	0	158.233	41	26	109	26	541	59.6	5.66	149.52	26	1
FALSE	High	Master Protein	ENST00000333188.p1	ENST00000333188.p1	0	158.11	35	30	82	30	906	102.4	5.27	91.22	30	1
FALSE	High	Master Protein	ENST00000359470.p1	ENST00000359470.p1	0	157.177	47	24	82	24	687	73	9.03	124.83	24	1
FALSE	High	Master Protein	ENST00000264932.p1	ENST00000264932.p1	0	157.03	37	23	83	23	664	72.6	7.39	122.62	23	1
FALSE	High	Master Protein	ENST00000290349.p1	ENST00000290349.p1	0	157.015	75	20	109	17	277	30.4	8.32	179.87	20	1
FALSE	High	Master Protein	ENST00000373232.p1	ENST00000373232.p1	0	156.637	67	17	81	5	289	32.6	5.86	132.15	17	1
FALSE	High	Master Protein	ENST00000615164.p1	ENST00000615164.p1	0	156.418	47	14	314	14	134	14.8	11.58	527.83	14	1
FALSE	High	Master Protein	ENST00000380546.p1	ENST00000380546.p1	0	156.228	47	21	88	15	411	46.1	5.68	125.7	21	1
FALSE	High	Master Protein	ENST00000264893.p1	ENST00000264893.p1	0	155.417	51	26	91	15	429	49.4	6.81	118.81	26	1
FALSE	High	Master Protein	ENST00000541546.p1	ENST00000541546.p1	0	154.829	61	16	112	16	201	23	5.21	217.57	16	1
FALSE	High	Master Protein	TALONT002300582.p1	TALONT002300582.p1	0	154.253	48	22	55	20	372	38.7	9.13	81.78	22	1
FALSE	High	Master Protein	ENST00000236850.p1	ENST00000236850.p1	0	153.889	50	25	133	25	267	30.8	5.76	207.41	25	1
FALSE	High	Master Protein	ENST00000301785.p1	ENST00000301785.p1	0	153.711	31	27	94	27	747	85.1	4.91	115.85	27	1
FALSE	High	Master Protein	ENST00000216254.p1	ENST00000216254.p1	0	153.684	40	24	69	20	683	74.1	6.93	91.45	24	1
FALSE	High	Master Protein	ENST00000264028.p1	ENST00000264028.p1	0	153.61	37	26	92	26	511	57.2	6.21	79.87	26	1
FALSE	High	Master Protein	ENST00000468812.p1	ENST00000468812.p1	0	153.522	74	14	264	5	165	18	7.81	390.8	14	1
FALSE	High	Master Protein	ENST00000317702.p1	ENST00000317702.p1	0	152.688	40	16	215	6	446	49.8	4.88	310.29	16	1
FALSE	High	Master Protein	ENST00000219150.p1	ENST00000219150.p1	0	152.553	34	24	111	23	461	51	6.68	175.31	24	1
FALSE	High	Master Protein	ENST00000313164.p1	ENST00000313164.p1	0	151.488	43	29	77	28	881	97.8	6.62	106.1	29	1
